web-scraper-order,web-scraper-start-url,year,year-href,month,month-href,Day,Temp,TMax,Tmin,SLP,Humidity,PPresure,VVisiblity,VavgWindSpeed,VMWindSpeed,VGspeed,RAin,SNow,TStrom,FoG
1576010610-432,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,27,,,,,,,,,,,o,,,
1576010610-433,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,28,29.3,32.2,26.3,1002.2,75,0,4.8,9.1,14.8,-,,,,
1576010610-434,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,29,29.3,33.4,26.8,1003.1,77,0.25,4.3,10.9,18.3,-,o,,,
1576010610-435,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,30,28.6,31.6,26.9,1003,84,10.92,4.7,4.4,5.4,-,o,,,
1576010610-436,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,31,,,,,,,,,,,o,,,
1576010610-437,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,Monthly means and totals:,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1576010610-438,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,July,https://en.tutiempo.net/climate/07-2019/ws-419230.html,,29.3,32.8,26.9,1000.3,81.9,360.4,4.5,4.7,9.6,,21,0,9,0
1576010591-373,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,1,29.9,33.2,27,1000.3,77,0,4.8,3.5,9.4,-,o,,,
1576010591-374,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,2,30.2,34.4,27.3,999.3,76,0,4.8,4.8,9.4,-,,,,
1576010591-375,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,3,28.6,31.5,27.3,998.3,87,22.1,4.3,7.6,14.8,-,o,,,
1576010591-376,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,4,,,,,,,,,,,o,,,
1576010591-377,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,5,,,,,,,,,,,,,,
1576010591-378,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,6,,,,,,,,,,,o,,,
1576010591-379,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,7,28.7,33.1,26.7,995.6,81,23.88,4.5,9.3,14.8,-,o,o,,
1576010591-380,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,8,27.1,30.1,25,999.3,90,80.26,3.7,3.1,9.4,-,o,,,
1576010591-381,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,9,29.8,33.5,25.4,1000.9,80,0,4.5,4.6,9.4,-,,,,
1576010591-382,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,10,,,,,,,,,,,,,,
1576010591-383,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,11,,,,,,,,,,,,,,
1576010591-384,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,12,,,,,,,,,,,o,,,
1576010591-385,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,13,27.9,30.6,26.6,1001.5,87,13.72,4.3,8.3,14.8,-,o,,,
1576010591-386,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,14,27.4,28.3,26,1004.5,93,22.86,4.5,1.5,7.6,-,o,,,
1576010591-387,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,15,28.3,31.2,25.7,1004.2,87,2.03,4.5,3.3,7.6,-,o,,,
1576010591-388,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,16,,,,,,,,,,,o,,,
1576010591-389,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,17,,,,,,,,,,,o,,,
1576010591-390,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,18,,,,,,,,,,,o,,,
1576010591-391,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,19,30.6,34.6,27.2,1005,72,0,4.7,4.8,9.4,-,,,,
1576010591-392,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,20,30.9,34.4,27.8,1003.1,73,0,4.8,1.9,5.4,-,,,,
1576010591-393,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,21,31,34.9,27.6,1001.9,75,1.02,4.7,1.9,5.4,-,,,,
1576010591-394,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,22,,,,,,,,,,,o,,o,
1576010591-395,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,23,,,,,,,,,,,o,,,
1576010591-396,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,24,,,,,,,,,,,o,,,
1576010591-397,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,25,30.5,34.4,25.5,1002.3,72,0.76,4.8,4.1,7.6,-,,,,
1576010591-398,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,26,30.8,35.1,27.7,1002,70,0,5,4.4,9.4,-,,,,
1576010591-399,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,27,30.7,35.3,27.4,1001.7,72,0,5,4.6,7.6,-,,,,
1576010591-400,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,28,,,,,,,,,,,,,,
1576010591-401,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,29,,,,,,,,,,,o,,,
1576010591-402,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,30,,,,,,,,,,,,,,
1576010591-403,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,31,30.3,33.2,28.8,1000.4,82,0.51,4.8,0.7,5.4,-,,,,
1576010591-404,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,Monthly means and totals:,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1576010591-405,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,August,https://en.tutiempo.net/climate/08-2019/ws-419230.html,,30,33.7,27,1000.7,78.3,218.45,4.7,4.1,8.5,,17,1,1,0
1576010580-341,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,1,31.3,36.3,25.4,1000.3,74,40.39,4.8,1.3,5.4,-,,,o,
1576010580-342,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,2,30.1,34.8,24.2,1001.8,77,0.51,4.5,1.1,5.4,-,o,,,
1576010580-343,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,3,30.6,34.6,26.7,1000.3,74,0,5.3,5.7,9.4,-,,,,
1576010580-344,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,4,,,,,,,,,,,,,,
1576010580-345,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,5,,,,,,,,,,,o,,,
1576010580-346,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,6,,,,,,,,,,,o,,,
1576010580-347,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,7,29.1,32.5,27,1001.2,82,0.25,4.7,7.8,9.4,-,o,,,
1576010580-348,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,8,29.4,32.8,27.2,1002,82,5.59,4.8,7,9.4,-,o,,,
1576010580-349,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,9,28.6,33.7,26.8,1001.3,86,22.86,4.7,1.9,5.4,-,o,,o,
1576010580-350,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,10,,,,,,,,,,,o,,o,
1576010580-351,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,11,,,,,,,,,,,o,,,
1576010580-352,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,12,,,,,,,,,,,o,,,
1576010580-353,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,13,27.6,29.5,26.6,1006.8,94,16.76,3.9,1.3,5.4,-,o,,,
1576010580-354,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,14,29.9,33.8,26.3,1006.1,79,0,4.5,3.1,9.4,-,o,,,
1576010580-355,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,15,30.9,35,27.4,1004.9,73,0,4.8,2.8,5.4,-,,,,
1576010580-356,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,16,,,,,,,,,,,o,,o,
1576010580-357,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,17,,,,,,,,,,,,,,
1576010580-358,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,18,,,,,,,,,,,,,,
1576010580-359,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,19,30.4,35.6,26.7,1008.5,73,0,4.8,0,-,-,o,,,
1576010580-360,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,20,30.7,36.1,28,1007.1,72,0,4.8,0,-,-,o,,o,
1576010580-361,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,21,29.6,35,27.2,1007.1,77,0,4.7,0.7,5.4,-,,,,
1576010580-362,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,22,,,,,,,,,,,o,,o,
1576010580-363,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,23,,,,,,,,,,,o,,,
1576010580-364,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,24,,,,,,,,,,,o,,o,
1576010580-365,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,25,25.9,30.6,24.2,1015,90,9.91,4.3,1.1,9.4,-,o,,,
1576010580-366,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,26,27.8,31.2,23.7,1014.8,78,1.02,4.5,1.1,5.4,-,o,,,
1576010580-367,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,27,28.7,32.2,25,1013.1,76,0,5,1.9,7.6,-,,,,
1576010580-368,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,28,,,,,,,,,,,o,,o,
1576010580-369,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,29,,,,,,,,,,,o,,o,
1576010580-370,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,30,,,,,,,,,,,,,,
1576010580-371,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,Monthly means and totals:,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1576010580-372,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,September,https://en.tutiempo.net/climate/09-2019/ws-419230.html,,29.1,33.3,26.3,1006.3,80,162.32,4.7,2.8,7.3,,21,0,9,0
1576010561-308,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,October,https://en.tutiempo.net/climate/10-2019/ws-419230.html,1,26.9,30.2,25.6,1007.9,90,45.72,4.2,3,9.4,-,o,,o,
1576010561-309,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,October,https://en.tutiempo.net/climate/10-2019/ws-419230.html,2,29.6,33.3,24.9,1008.1,75,0,4.7,3,5.4,-,,,,
1576010561-310,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,October,https://en.tutiempo.net/climate/10-2019/ws-419230.html,3,28.8,32.8,25.9,1008.6,83,19.3,4.5,1.7,7.6,-,o,,,
1576010561-311,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,October,https://en.tutiempo.net/climate/10-2019/ws-419230.html,4,,,,,,,,,,,,,,
1576010561-312,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,October,https://en.tutiempo.net/climate/10-2019/ws-419230.html,5,,,,,,,,,,,,,o,
1576010561-313,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,October,https://en.tutiempo.net/climate/10-2019/ws-419230.html,6,,,,,,,,,,,o,,o,
1576010561-314,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,October,https://en.tutiempo.net/climate/10-2019/ws-419230.html,7,27.6,30.4,24.9,1009.7,85,0,4,1.7,7.6,-,,,o,
1576010561-315,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,October,https://en.tutiempo.net/climate/10-2019/ws-419230.html,8,28.1,33.1,25.1,1010.8,82,0,4.2,2.6,9.4,-,,,,
1576010561-316,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,October,https://en.tutiempo.net/climate/10-2019/ws-419230.html,9,27.9,32.7,25,1010.1,81,0,4.5,1.7,7.6,-,,,,
1576010561-317,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,October,https://en.tutiempo.net/climate/10-2019/ws-419230.html,10,,,,,,,,,,,o,,o,
1576010561-318,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,October,https://en.tutiempo.net/climate/10-2019/ws-419230.html,11,,,,,,,,,,,,,,
1576010561-319,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,October,https://en.tutiempo.net/climate/10-2019/ws-419230.html,12,,,,,,,,,,,,,,
1576010561-320,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,October,https://en.tutiempo.net/climate/10-2019/ws-419230.html,13,28.8,33.5,24.2,1010.2,66,0,4.7,3.9,9.4,-,,,,
1576010561-321,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,October,https://en.tutiempo.net/climate/10-2019/ws-419230.html,14,29,33.8,24.1,1011,64,0,4.8,0,-,-,,,,
1576010561-322,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,October,https://en.tutiempo.net/climate/10-2019/ws-419230.html,15,29.2,34.1,25.4,1011.3,70,0,4.5,1.3,5.4,-,,,,
1576010561-323,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,October,https://en.tutiempo.net/climate/10-2019/ws-419230.html,16,,,,,,,,,,,o,,o,
1576010561-324,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,October,https://en.tutiempo.net/climate/10-2019/ws-419230.html,17,,,,,,,,,,,,,,
1576010561-325,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,October,https://en.tutiempo.net/climate/10-2019/ws-419230.html,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1576010561-326,https://en.tutiempo.net/climate/ws-419230.html,Clima 2019,https://en.tutiempo.net/climate/2019/ws-419230.html,October,https://en.tutiempo.net/climate/10-2019/ws-419230.html,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
